[2025-07-08 17:05:30] | OrdenID: 318 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:01:41] | OrdenID: 503 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:01:54] | OrdenID: 504 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:02:06] | OrdenID: 505 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:02:22] | OrdenID: 506 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:02:34] | OrdenID: 508 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 09:02:47] | OrdenID: 509 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 16:50:08] | OrdenID: 511 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 21:41:03] | OrdenID: 512 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-08-29 21:41:48] | OrdenID: 510 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-01 15:22:57] | OrdenID: 517 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-01 16:36:05] | OrdenID: 513 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-01 17:59:04] | OrdenID: 516 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-01 17:59:18] | OrdenID: 515 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-02 14:33:30] | OrdenID: 521 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-02 14:34:20] | OrdenID: 520 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-02 18:23:33] | OrdenID: 525 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-02 18:24:20] | OrdenID: 523 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-02 18:24:50] | OrdenID: 522 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-03 18:19:26] | OrdenID: 527 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-03 18:19:45] | OrdenID: 526 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 10:31:04] | OrdenID: 528 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 10:31:50] | OrdenID: 524 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 15:01:57] | OrdenID: 533 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 15:02:36] | OrdenID: 532 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 15:03:12] | OrdenID: 530 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 15:03:45] | OrdenID: 531 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-05 15:15:57] | OrdenID: 535 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-05 16:41:50] | OrdenID: 534 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 14:50:36] | OrdenID: 541 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-08 18:09:51] | OrdenID: 529 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 18:10:55] | OrdenID: 536 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 18:11:11] | OrdenID: 537 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 18:11:24] | OrdenID: 538 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 18:11:40] | OrdenID: 540 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-08 18:12:03] | OrdenID: 542 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-09 13:11:05] | OrdenID: 545 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-09 13:45:51] | OrdenID: 544 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-09 13:47:40] | OrdenID: 543 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 15:41:30] | OrdenID: 547 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-10 15:41:30] | OrdenID: 547 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-10 15:41:58] | OrdenID: 548 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-10 15:43:26] | OrdenID: 550 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-10 15:43:26] | OrdenID: 550 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-10 17:54:04] | OrdenID: 546 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:54:18] | OrdenID: 549 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:54:29] | OrdenID: 551 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:54:51] | OrdenID: 552 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:55:03] | OrdenID: 553 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:55:22] | OrdenID: 554 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-10 17:55:38] | OrdenID: 555 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 15:44:15] | OrdenID: 564 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-11 15:45:33] | OrdenID: 563 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-11 15:45:33] | OrdenID: 563 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-11 15:45:33] | OrdenID: 563 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-11 15:46:11] | OrdenID: 558 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-11 17:50:28] | OrdenID: 565 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:50:55] | OrdenID: 562 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:51:32] | OrdenID: 561 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:51:51] | OrdenID: 560 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:52:06] | OrdenID: 559 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:52:21] | OrdenID: 557 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-11 17:52:35] | OrdenID: 556 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-12 16:42:25] | OrdenID: 539 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-12 16:43:20] | OrdenID: 566 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-12 16:43:34] | OrdenID: 567 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-15 18:05:51] | OrdenID: 568 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-17 16:01:50] | OrdenID: 572 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-17 18:28:17] | OrdenID: 569 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-17 18:28:41] | OrdenID: 570 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-17 18:28:57] | OrdenID: 571 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-17 18:29:12] | OrdenID: 574 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-17 18:29:27] | OrdenID: 575 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 11:18:30] | OrdenID: 577 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-18 17:33:21] | OrdenID: 578 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 17:33:54] | OrdenID: 580 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 17:34:25] | OrdenID: 581 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 17:35:17] | OrdenID: 582 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 17:36:37] | OrdenID: 579 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-18 17:42:27] | OrdenID: 583 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 15:02:41] | OrdenID: 585 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-19 17:03:30] | OrdenID: 576 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:03:50] | OrdenID: 573 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:46:34] | OrdenID: 584 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:46:51] | OrdenID: 586 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:47:03] | OrdenID: 587 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:47:30] | OrdenID: 588 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:47:48] | OrdenID: 589 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:56:20] | OrdenID: 593 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:56:46] | OrdenID: 592 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:57:07] | OrdenID: 591 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-19 17:57:28] | OrdenID: 590 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-22 15:55:03] | OrdenID: 600 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-22 15:56:05] | OrdenID: 599 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-22 15:56:05] | OrdenID: 599 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-22 15:56:54] | OrdenID: 595 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-22 15:56:54] | OrdenID: 595 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-22 15:57:42] | OrdenID: 594 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-22 18:17:04] | OrdenID: 598 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-22 18:17:22] | OrdenID: 597 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-22 18:17:37] | OrdenID: 596 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-23 13:44:07] | OrdenID: 601 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-23 13:44:35] | OrdenID: 602 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-23 13:44:35] | OrdenID: 602 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-23 13:46:33] | OrdenID: 604 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-23 18:20:34] | OrdenID: 605 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-23 18:20:52] | OrdenID: 603 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-23 18:21:22] | OrdenID: 606 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-24 17:33:59] | OrdenID: 607 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-25 15:58:51] | OrdenID: 614 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-25 17:45:24] | OrdenID: 613 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-25 17:46:52] | OrdenID: 612 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-25 17:47:16] | OrdenID: 611 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-25 17:48:02] | OrdenID: 610 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-25 17:49:33] | OrdenID: 609 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-25 17:49:49] | OrdenID: 608 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 10:28:46] | OrdenID: 616 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-26 18:15:21] | OrdenID: 623 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 18:15:59] | OrdenID: 621 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 18:16:16] | OrdenID: 620 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 18:16:31] | OrdenID: 619 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 18:16:47] | OrdenID: 617 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-26 18:17:00] | OrdenID: 615 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-29 13:59:06] | OrdenID: 626 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-29 19:17:56] | OrdenID: 628 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-29 19:37:43] | OrdenID: 618 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-30 09:27:37] | OrdenID: 624 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-30 09:28:49] | OrdenID: 627 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-30 09:29:07] | OrdenID: 625 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-30 12:35:20] | OrdenID: 630 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-09-30 13:46:51] | OrdenID: 629 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-09-30 17:25:06] | OrdenID: 632 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-01 19:01:18] | OrdenID: 634 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-01 19:01:50] | OrdenID: 633 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-02 16:25:07] | OrdenID: 638 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:25:07] | OrdenID: 638 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:25:48] | OrdenID: 636 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:25:48] | OrdenID: 636 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:26:28] | OrdenID: 635 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:35:42] | OrdenID: 637 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 16:35:42] | OrdenID: 637 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-02 18:18:02] | OrdenID: 639 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 14:45:10] | OrdenID: 631 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 15:16:18] | OrdenID: 648 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-03 15:29:32] | OrdenID: 642 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 15:29:59] | OrdenID: 640 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 15:31:33] | OrdenID: 644 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-03 15:31:33] | OrdenID: 644 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-03 15:31:33] | OrdenID: 644 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-03 17:38:29] | OrdenID: 641 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 17:38:46] | OrdenID: 645 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 17:39:08] | OrdenID: 646 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-03 17:40:18] | OrdenID: 643 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-07 10:33:31] | OrdenID: 649 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-07 10:33:45] | OrdenID: 650 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-07 11:45:00] | OrdenID: 647 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-07 14:50:56] | OrdenID: 653 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-07 14:51:39] | OrdenID: 651 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-07 14:51:39] | OrdenID: 651 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-07 17:47:30] | OrdenID: 652 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-08 17:23:14] | OrdenID: 654 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-08 17:23:34] | OrdenID: 655 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-08 17:24:02] | OrdenID: 656 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-10 10:29:24] | OrdenID: 657 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-10 10:29:40] | OrdenID: 658 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-10 16:16:05] | OrdenID: 660 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-10 17:11:24] | OrdenID: 661 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-10 17:11:43] | OrdenID: 659 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-12 11:34:15] | OrdenID: 662 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-13 12:01:14] | OrdenID: 664 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-13 12:01:14] | OrdenID: 664 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-13 17:57:52] | OrdenID: 663 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-14 12:24:36] | OrdenID: 666 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-14 17:06:36] | OrdenID: 665 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-14 17:21:43] | OrdenID: 667 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-14 17:22:01] | OrdenID: 670 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-14 17:22:23] | OrdenID: 669 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-14 17:22:43] | OrdenID: 668 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 15:31:49] | OrdenID: 672 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:02:32] | OrdenID: 671 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:02:59] | OrdenID: 673 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:03:17] | OrdenID: 674 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:03:45] | OrdenID: 675 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:04:07] | OrdenID: 676 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:04:29] | OrdenID: 677 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-15 18:04:58] | OrdenID: 678 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 16:42:13] | OrdenID: 680 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 17:56:47] | OrdenID: 681 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 17:57:07] | OrdenID: 682 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 17:57:32] | OrdenID: 683 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 17:57:51] | OrdenID: 684 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 17:58:14] | OrdenID: 685 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-16 18:23:02] | OrdenID: 686 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-17 16:11:57] | OrdenID: 687 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-17 16:12:29] | OrdenID: 689 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-17 16:12:29] | OrdenID: 689 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-17 16:13:35] | OrdenID: 694 | Acción: Marcar remisión | Estado anterior: LIBERADO | Estado nuevo: LIBERADO
[2025-10-17 17:47:18] | OrdenID: 688 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-17 17:47:39] | OrdenID: 690 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
[2025-10-17 17:48:18] | OrdenID: 693 | Acción: Completar y marcar como facturada | Estado anterior: COMPLETADA | Estado nuevo: FACTURADA
